text,label,label_id
"spindle blast, leaf",Leaf Blast,1
"pointed lesion, blast",Leaf Blast,1
"grey white, blast",Leaf Blast,1
"blast, brown border",Leaf Blast,1
"grey ash, blast spot",Leaf Blast,1
"leaf spot, blast",Leaf Blast,1
"blast mark, grey",Leaf Blast,1
"diamond mark, blast",Leaf Blast,1
"brown ring, blast",Leaf Blast,1
"grey spot, paddy",Leaf Blast,1
"blast, spindle shape",Leaf Blast,1
"eye shaped, blast lesion",Leaf Blast,1
"lesion grey center, blast",Leaf Blast,1
"blast spot, grey paddy",Leaf Blast,1
"diamond grey, blast",Leaf Blast,1
"brown halo, grey blast",Leaf Blast,1
"blast, leaf grey spot",Leaf Blast,1
"grey, brown border, blast",Leaf Blast,1
"spindle grey, blast leaf",Leaf Blast,1
"blast, diamond leaf",Leaf Blast,1
"paddy blast, grey spot",Leaf Blast,1
"grey lesion, brown rim",Leaf Blast,1
"blast lesion, diamond shape",Leaf Blast,1
"grey center, paddy blast",Leaf Blast,1
"blast spot, eye shape",Leaf Blast,1
"leaf blast mark, grey",Leaf Blast,1
"spindle mark, grey blast",Leaf Blast,1
"grey diamond, leaf blast",Leaf Blast,1
"blast, brown ring grey",Leaf Blast,1
"paddy grey spot, blast",Leaf Blast,1
"leaf spot grey, blast",Leaf Blast,1
"blast disease, grey mark",Leaf Blast,1
"brown dot, leaf",Brown Spot,2
"oval brown, paddy",Brown Spot,2
"dark oval, leaf",Brown Spot,2
"brown circular, spot",Brown Spot,2
"small oval, brown",Brown Spot,2
"dots brown, leaf",Brown Spot,2
brown dots paddy,Brown Spot,2
"dark dot, leaf",Brown Spot,2
"oval dot, brown",Brown Spot,2
"brown mark, paddy",Brown Spot,2
"dot leaf, brown",Brown Spot,2
"oval lesion, small",Brown Spot,2
"brown spot, oval",Brown Spot,2
"small brown, oval",Brown Spot,2
"dark lesion, oval",Brown Spot,2
"brown round, paddy",Brown Spot,2
"circular dot, brown",Brown Spot,2
"paddy brown, dot",Brown Spot,2
"oval mark, brown paddy",Brown Spot,2
"brown spots, small",Brown Spot,2
"leaf dot, oval brown",Brown Spot,2
"dark brown, circular",Brown Spot,2
"brown small, dots",Brown Spot,2
"dense dots, brown leaf",Brown Spot,2
"oval brown leaf, dots",Brown Spot,2
"leaf covered, dots",Brown Spot,2
"many dots, paddy",Brown Spot,2
"brown mark, oval leaf",Brown Spot,2
"dot dense, brown",Brown Spot,2
"brown leaf, oval",Brown Spot,2
"oval, leaf brown",Brown Spot,2
"dot brown, oval",Brown Spot,2
"many brown oval, leaf",Brown Spot,2
"oval spots, leaf",Brown Spot,2
"brown dots, paddy leaf",Brown Spot,2
"leaf, brown oval dot",Brown Spot,2
"small marks, brown",Brown Spot,2
"brown dots, small leaf",Brown Spot,2
"leaf brown, dot oval",Brown Spot,2
"oval brown spot, leaf",Brown Spot,2
brown dot oval paddy,Brown Spot,2
"leaf oval, brown dark",Brown Spot,2
"dark oval brown, leaf",Brown Spot,2
"brown oval, small leaf",Brown Spot,2
"paddy oval, brown",Brown Spot,2
"no disease, crop",Healthy,3
"healthy, crop green",Healthy,3
"leaf no spots, healthy",Healthy,3
"healthy paddy, leaf",Healthy,3
"no marks, paddy healthy",Healthy,3
"green healthy, paddy",Healthy,3
"paddy clean, healthy",Healthy,3
leaf no disease,Healthy,3
"healthy, no spots",Healthy,3
"no yellowing, leaf",Healthy,3
"no lesion, paddy",Healthy,3
leaf green clean,Healthy,3
"no disease, leaf",Healthy,3
"paddy no spots, healthy",Healthy,3
"green leaf, no marks",Healthy,3
"no blight, paddy",Healthy,3
"healthy, green paddy",Healthy,3
"paddy leaf, clean",Healthy,3
"no blast, paddy",Healthy,3
"leaf clean, healthy",Healthy,3
"no marks, leaf healthy",Healthy,3
"paddy healthy, clean",Healthy,3
"leaf no lesion, healthy",Healthy,3
"no damage, paddy",Healthy,3
"clean leaf, paddy",Healthy,3
"leaf no yellow, healthy",Healthy,3
"paddy no disease, healthy",Healthy,3
"no spots, healthy paddy",Healthy,3
"leaf healthy, clean",Healthy,3
"no fungal, paddy leaf",Healthy,3
"healthy leaf, no marks",Healthy,3
"paddy green, no spots",Healthy,3
"no blast paddy, healthy",Healthy,3
"leaf green, no disease",Healthy,3
"no blight, leaf healthy",Healthy,3
paddy healthy leaf,Healthy,3
leaf clean no disease,Healthy,3
"paddy, no disease found",Healthy,3
leaf no spots paddy,Healthy,3
"no lesion, leaf",Healthy,3
"paddy leaf, no marks",Healthy,3
"healthy, leaf normal",Healthy,3
"healthy green, leaf",Healthy,3
"paddy, no blight",Healthy,3
"leaf green, no blast",Healthy,3
"healthy leaf, paddy",Healthy,3
"no disease, paddy leaf",Healthy,3
"leaf paddy, healthy",Healthy,3
"no spot, healthy",Healthy,3
"paddy, healthy leaf",Healthy,3
"healthy, paddy clean",Healthy,3
"no blast, healthy leaf",Healthy,3
paddy no brown spot,Healthy,3
leaf no bacterial,Healthy,3
"healthy, clean paddy",Healthy,3
"paddy, leaf no marks",Healthy,3
"no disease, paddy",Healthy,3
"healthy paddy, green",Healthy,3
"leaf no marks, paddy",Healthy,3
"no lesion, leaf healthy",Healthy,3
"paddy leaf, healthy",Healthy,3
"leaf, healthy paddy",Healthy,3
"no spots paddy, healthy",Healthy,3
"paddy leaf healthy, clean",Healthy,3
"no marks paddy, healthy",Healthy,3
"leaf clean paddy, healthy",Healthy,3
"no disease leaf, paddy",Healthy,3
"paddy healthy, leaf clean",Healthy,3
"leaf healthy paddy, clean",Healthy,3
no spots paddy leaf,Healthy,3
"healthy leaf, no blight",Healthy,3
"paddy, leaf healthy green",Healthy,3
"leaf green, disease free paddy",Healthy,3
"healthy paddy, leaf disease free",Healthy,3
"no disease sign, healthy paddy",Healthy,3
